id,region_id,name,slug,description,phone,email,avatar_url,cover_url,business_type,price_level,rating_avg,rating_count,sold_count,favorite_count,min_order_amount,avg_prepare_time_min,avg_delivery_time_min,status,is_verified,created_at,updated_at
shop_019,hcm_q1,Cơm Niêu Nhà Quê,com-nieu-nha-que,"Cơm Niêu Nhà Quê phục vụ việt nam, cơm niêu trong khu vực Quận 1, phù hợp để chatbot gợi ý theo món, giá, khẩu vị và thời gian giao.",02864375360,com-nieu-nha-que@mock-shopeefood.local,https://cdn.mock.local/shops/shop_019/avatar.jpg,https://cdn.mock.local/shops/shop_019/cover.jpg,drink_shop,2,4.8,1023,7486,2016,30000,17,37,open,1,2023-10-28T12:00:00+07:00,2026-05-22T12:00:00+07:00
shop_020,hcm_q1,Bánh Canh Cua 79,banh-canh-cua-79,"Bánh Canh Cua 79 phục vụ việt nam, bánh canh trong khu vực Quận 1, phù hợp để chatbot gợi ý theo món, giá, khẩu vị và thời gian giao.",02882720945,banh-canh-cua-79@mock-shopeefood.local,https://cdn.mock.local/shops/shop_020/avatar.jpg,https://cdn.mock.local/shops/shop_020/cover.jpg,restaurant,2,4.4,577,16340,3217,60000,8,20,open,1,2025-10-28T12:00:00+07:00,2026-05-23T12:00:00+07:00
shop_021,hcm_q1,Bếp Thái Tuk Tuk,bep-thai-tuk-tuk,"Bếp Thái Tuk Tuk phục vụ thái lan, món thái trong khu vực Quận 1, phù hợp để chatbot gợi ý theo món, giá, khẩu vị và thời gian giao.",02862330079,bep-thai-tuk-tuk@mock-shopeefood.local,https://cdn.mock.local/shops/shop_021/avatar.jpg,https://cdn.mock.local/shops/shop_021/cover.jpg,bakery,2,4.7,1644,22560,3042,30000,22,16,open,0,2023-11-16T12:00:00+07:00,2026-05-21T12:00:00+07:00
shop_022,hcm_q1,Mì Trộn Indomie House,mi-tron-indomie-house,"Mì Trộn Indomie House phục vụ indonesia, mì trộn trong khu vực Quận 1, phù hợp để chatbot gợi ý theo món, giá, khẩu vị và thời gian giao.",02852998348,mi-tron-indomie-house@mock-shopeefood.local,https://cdn.mock.local/shops/shop_022/avatar.jpg,https://cdn.mock.local/shops/shop_022/cover.jpg,cloud_kitchen,1,4.6,1935,26055,416,50000,20,33,open,1,2024-04-06T12:00:00+07:00,2026-06-01T12:00:00+07:00
shop_023,hcm_q1,Xôi Mặn Cô Ba,xoi-man-co-ba,"Xôi Mặn Cô Ba phục vụ việt nam, xôi trong khu vực Quận 1, phù hợp để chatbot gợi ý theo món, giá, khẩu vị và thời gian giao.",02899779641,xoi-man-co-ba@mock-shopeefood.local,https://cdn.mock.local/shops/shop_023/avatar.jpg,https://cdn.mock.local/shops/shop_023/cover.jpg,restaurant,1,4.3,517,3534,4198,50000,9,22,open,1,2025-11-29T12:00:00+07:00,2026-06-03T12:00:00+07:00
shop_024,hcm_q1,Bún Riêu Cua Đồng,bun-rieu-cua-ong,"Bún Riêu Cua Đồng phục vụ việt nam, bún riêu trong khu vực Quận 1, phù hợp để chatbot gợi ý theo món, giá, khẩu vị và thời gian giao.",02867906073,bun-rieu-cua-ong@mock-shopeefood.local,https://cdn.mock.local/shops/shop_024/avatar.jpg,https://cdn.mock.local/shops/shop_024/cover.jpg,drink_shop,1,4.4,2022,6229,2273,60000,14,33,open,0,2025-10-02T12:00:00+07:00,2026-06-01T12:00:00+07:00
shop_025,hcm_q1,Kebab & Wrap Corner,kebab-wrap-corner,"Kebab & Wrap Corner phục vụ trung đông, kebab, wrap trong khu vực Quận 1, phù hợp để chatbot gợi ý theo món, giá, khẩu vị và thời gian giao.",02837057137,kebab-wrap-corner@mock-shopeefood.local,https://cdn.mock.local/shops/shop_025/avatar.jpg,https://cdn.mock.local/shops/shop_025/cover.jpg,drink_shop,2,4.7,2005,7304,3152,20000,20,22,open,1,2024-04-12T12:00:00+07:00,2026-05-18T12:00:00+07:00
shop_026,hcm_q1,Cơm Văn Phòng Bento Việt,com-van-phong-bento-viet,"Cơm Văn Phòng Bento Việt phục vụ việt nam, cơm văn phòng trong khu vực Quận 1, phù hợp để chatbot gợi ý theo món, giá, khẩu vị và thời gian giao.",02858365727,com-van-phong-bento-viet@mock-shopeefood.local,https://cdn.mock.local/shops/shop_026/avatar.jpg,https://cdn.mock.local/shops/shop_026/cover.jpg,cloud_kitchen,2,4.1,1048,3835,1368,60000,17,28,open,0,2025-06-27T12:00:00+07:00,2026-06-02T12:00:00+07:00
shop_027,hcm_q1,Ốc Đêm Sài Gòn,oc-em-sai-gon,"Ốc Đêm Sài Gòn phục vụ việt nam, ốc, hải sản trong khu vực Quận 1, phù hợp để chatbot gợi ý theo món, giá, khẩu vị và thời gian giao.",02864647255,oc-em-sai-gon@mock-shopeefood.local,https://cdn.mock.local/shops/shop_027/avatar.jpg,https://cdn.mock.local/shops/shop_027/cover.jpg,cloud_kitchen,3,4.2,1278,25482,4146,40000,17,15,busy,0,2024-07-24T12:00:00+07:00,2026-06-01T12:00:00+07:00
shop_028,hcm_q1,Cà Phê Sáng & Brunch,ca-phe-sang-brunch,"Cà Phê Sáng & Brunch phục vụ cafe, brunch trong khu vực Quận 1, phù hợp để chatbot gợi ý theo món, giá, khẩu vị và thời gian giao.",02882536387,ca-phe-sang-brunch@mock-shopeefood.local,https://cdn.mock.local/shops/shop_028/avatar.jpg,https://cdn.mock.local/shops/shop_028/cover.jpg,restaurant,2,4.7,1450,26585,59,25000,20,37,open,1,2025-06-09T12:00:00+07:00,2026-05-15T12:00:00+07:00
shop_029,hcm_q1,Mì Quảng Hội An,mi-quang-hoi-an,"Mì Quảng Hội An phục vụ việt nam, mì quảng trong khu vực Quận 1, phù hợp để chatbot gợi ý theo món, giá, khẩu vị và thời gian giao.",02824158109,mi-quang-hoi-an@mock-shopeefood.local,https://cdn.mock.local/shops/shop_029/avatar.jpg,https://cdn.mock.local/shops/shop_029/cover.jpg,restaurant,2,4.2,415,25910,3171,20000,16,36,open,1,2024-02-02T12:00:00+07:00,2026-05-23T12:00:00+07:00
shop_030,hcm_q1,Taco Fiesta,taco-fiesta,"Taco Fiesta phục vụ mexico, taco, burrito trong khu vực Quận 1, phù hợp để chatbot gợi ý theo món, giá, khẩu vị và thời gian giao.",02890968346,taco-fiesta@mock-shopeefood.local,https://cdn.mock.local/shops/shop_030/avatar.jpg,https://cdn.mock.local/shops/shop_030/cover.jpg,bakery,2,4.7,841,18626,2665,25000,22,36,open,1,2024-07-10T12:00:00+07:00,2026-06-01T12:00:00+07:00
shop_031,hcm_q1,Bếp Mẹ Nấu,bep-me-nau,"Bếp Mẹ Nấu phục vụ việt nam, cơm nhà trong khu vực Quận 1, phù hợp để chatbot gợi ý theo món, giá, khẩu vị và thời gian giao.",02827478326,bep-me-nau@mock-shopeefood.local,https://cdn.mock.local/shops/shop_031/avatar.jpg,https://cdn.mock.local/shops/shop_031/cover.jpg,cloud_kitchen,2,4.4,1070,5348,4320,60000,10,30,open,1,2025-06-02T12:00:00+07:00,2026-05-28T12:00:00+07:00
shop_032,hcm_q1,Ramen Ichiban,ramen-ichiban,"Ramen Ichiban phục vụ nhật bản, ramen trong khu vực Quận 1, phù hợp để chatbot gợi ý theo món, giá, khẩu vị và thời gian giao.",02879136668,ramen-ichiban@mock-shopeefood.local,https://cdn.mock.local/shops/shop_032/avatar.jpg,https://cdn.mock.local/shops/shop_032/cover.jpg,restaurant,2,4.6,275,17178,2662,25000,22,25,open,0,2025-04-23T12:00:00+07:00,2026-05-20T12:00:00+07:00
shop_033,hcm_q1,Bún Chả Hà Nội 36,bun-cha-ha-noi-36,"Bún Chả Hà Nội 36 phục vụ việt nam, bún chả trong khu vực Quận 1, phù hợp để chatbot gợi ý theo món, giá, khẩu vị và thời gian giao.",02891137746,bun-cha-ha-noi-36@mock-shopeefood.local,https://cdn.mock.local/shops/shop_033/avatar.jpg,https://cdn.mock.local/shops/shop_033/cover.jpg,drink_shop,2,4.3,1706,10128,1205,50000,12,25,closed,1,2023-05-30T12:00:00+07:00,2026-05-19T12:00:00+07:00
shop_034,hcm_q1,Cơm Trộn Bibimbap House,com-tron-bibimbap-house,"Cơm Trộn Bibimbap House phục vụ hàn quốc, bibimbap trong khu vực Quận 1, phù hợp để chatbot gợi ý theo món, giá, khẩu vị và thời gian giao.",02816725614,com-tron-bibimbap-house@mock-shopeefood.local,https://cdn.mock.local/shops/shop_034/avatar.jpg,https://cdn.mock.local/shops/shop_034/cover.jpg,bakery,2,4.2,1672,5747,4009,60000,16,21,open,1,2025-07-06T12:00:00+07:00,2026-05-16T12:00:00+07:00
shop_035,hcm_q1,Bếp Ấn Curry Corner,bep-an-curry-corner,"Bếp Ấn Curry Corner phục vụ ấn độ, curry trong khu vực Quận 1, phù hợp để chatbot gợi ý theo món, giá, khẩu vị và thời gian giao.",02843955138,bep-an-curry-corner@mock-shopeefood.local,https://cdn.mock.local/shops/shop_035/avatar.jpg,https://cdn.mock.local/shops/shop_035/cover.jpg,street_food,3,4.8,2320,27823,481,20000,9,26,open,1,2023-05-28T12:00:00+07:00,2026-05-23T12:00:00+07:00
shop_036,hcm_q1,Salad Stop Mini,salad-stop-mini,"Salad Stop Mini phục vụ healthy, salad trong khu vực Quận 1, phù hợp để chatbot gợi ý theo món, giá, khẩu vị và thời gian giao.",02837265722,salad-stop-mini@mock-shopeefood.local,https://cdn.mock.local/shops/shop_036/avatar.jpg,https://cdn.mock.local/shops/shop_036/cover.jpg,restaurant,2,4.3,940,16788,4547,50000,17,18,open,1,2025-01-10T12:00:00+07:00,2026-05-17T12:00:00+07:00
shop_037,hcm_q1,Bò Né 3 Ngon,bo-ne-3-ngon,"Bò Né 3 Ngon phục vụ việt nam, bò né trong khu vực Quận 1, phù hợp để chatbot gợi ý theo món, giá, khẩu vị và thời gian giao.",02820447958,bo-ne-3-ngon@mock-shopeefood.local,https://cdn.mock.local/shops/shop_037/avatar.jpg,https://cdn.mock.local/shops/shop_037/cover.jpg,restaurant,2,4.3,1546,12479,1193,20000,22,23,open,1,2023-02-25T12:00:00+07:00,2026-05-29T12:00:00+07:00
shop_038,hcm_q1,Gỏi Cuốn Fresh Roll,goi-cuon-fresh-roll,"Gỏi Cuốn Fresh Roll phục vụ việt nam, cuốn trong khu vực Quận 1, phù hợp để chatbot gợi ý theo món, giá, khẩu vị và thời gian giao.",02813536757,goi-cuon-fresh-roll@mock-shopeefood.local,https://cdn.mock.local/shops/shop_038/avatar.jpg,https://cdn.mock.local/shops/shop_038/cover.jpg,drink_shop,2,4.2,384,24982,1220,25000,16,27,open,1,2024-08-30T12:00:00+07:00,2026-05-16T12:00:00+07:00
shop_039,hcm_q1,Hủ Tiếu Nam Vang Tài Lộc,hu-tieu-nam-vang-tai-loc,"Hủ Tiếu Nam Vang Tài Lộc phục vụ việt nam, hủ tiếu trong khu vực Quận 1, phù hợp để chatbot gợi ý theo món, giá, khẩu vị và thời gian giao.",02890474987,hu-tieu-nam-vang-tai-loc@mock-shopeefood.local,https://cdn.mock.local/shops/shop_039/avatar.jpg,https://cdn.mock.local/shops/shop_039/cover.jpg,drink_shop,2,4.3,1831,21163,4705,25000,15,18,busy,1,2023-03-03T12:00:00+07:00,2026-05-24T12:00:00+07:00
shop_040,hcm_q1,Bánh Xèo Miền Tây,banh-xeo-mien-tay,"Bánh Xèo Miền Tây phục vụ việt nam, bánh xèo trong khu vực Quận 1, phù hợp để chatbot gợi ý theo món, giá, khẩu vị và thời gian giao.",02863307973,banh-xeo-mien-tay@mock-shopeefood.local,https://cdn.mock.local/shops/shop_040/avatar.jpg,https://cdn.mock.local/shops/shop_040/cover.jpg,street_food,2,4.3,1466,6891,1022,50000,22,16,open,0,2023-04-09T12:00:00+07:00,2026-05-17T12:00:00+07:00
shop_041,hcm_q1,Sandwich Deli Corner,sandwich-deli-corner,"Sandwich Deli Corner phục vụ âu, sandwich trong khu vực Quận 1, phù hợp để chatbot gợi ý theo món, giá, khẩu vị và thời gian giao.",02875722914,sandwich-deli-corner@mock-shopeefood.local,https://cdn.mock.local/shops/shop_041/avatar.jpg,https://cdn.mock.local/shops/shop_041/cover.jpg,street_food,2,4.7,1372,12761,4123,20000,12,16,open,0,2025-09-02T12:00:00+07:00,2026-05-17T12:00:00+07:00
shop_042,hcm_q1,Bếp Nướng BBQ Express,bep-nuong-bbq-express,"Bếp Nướng BBQ Express phục vụ bbq, nướng trong khu vực Quận 1, phù hợp để chatbot gợi ý theo món, giá, khẩu vị và thời gian giao.",02899639912,bep-nuong-bbq-express@mock-shopeefood.local,https://cdn.mock.local/shops/shop_042/avatar.jpg,https://cdn.mock.local/shops/shop_042/cover.jpg,restaurant,3,4.8,1016,25535,884,60000,17,18,open,0,2025-04-19T12:00:00+07:00,2026-05-24T12:00:00+07:00
shop_043,hcm_q1,Bánh Ngọt Paris Mini,banh-ngot-paris-mini,"Bánh Ngọt Paris Mini phục vụ pháp, bánh ngọt trong khu vực Quận 1, phù hợp để chatbot gợi ý theo món, giá, khẩu vị và thời gian giao.",02893169764,banh-ngot-paris-mini@mock-shopeefood.local,https://cdn.mock.local/shops/shop_043/avatar.jpg,https://cdn.mock.local/shops/shop_043/cover.jpg,street_food,2,4.4,1704,15903,2064,50000,18,35,busy,0,2025-07-22T12:00:00+07:00,2026-05-29T12:00:00+07:00
shop_044,hcm_q1,Bún Cá Nha Trang,bun-ca-nha-trang,"Bún Cá Nha Trang phục vụ việt nam, bún cá trong khu vực Quận 1, phù hợp để chatbot gợi ý theo món, giá, khẩu vị và thời gian giao.",02885730876,bun-ca-nha-trang@mock-shopeefood.local,https://cdn.mock.local/shops/shop_044/avatar.jpg,https://cdn.mock.local/shops/shop_044/cover.jpg,street_food,2,4.8,325,11348,3138,30000,10,29,open,1,2025-05-21T12:00:00+07:00,2026-05-24T12:00:00+07:00
